Keyword,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current URL,Current URL inside,Updated,Branded,Local,Navigational,Informational,Commercial,Transactional
why does popcorn get stuck in my gums,"People also ask, Thumbnail, Video preview",20,2,,0,0,13,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-15 15:08:43,false,false,false,true,false,false
cosmetology dentist near me,"Local pack, People also ask, Video preview",400,0,,0,0,27,https://cosmeticimplantdentistrykc.com/,,2025-02-07 03:09:42,false,true,false,false,true,true
crooked smiles,"Video preview, People also ask, Thumbnail, Knowledge panel",100,11,,0,0,15,https://cosmeticimplantdentistrykc.com/the-facts-about-crooked-smiles/,,2025-02-14 13:23:57,true,false,false,true,false,false
how to get popcorn out of gums,"AI overview, Thumbnail, People also ask, Discussions and forums, Video preview",100,1,,0,0,21,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-10 10:22:39,false,false,false,true,false,false
kc smile,"Sitelinks, People also ask",70,18,0.80,0,0,19,https://cosmeticimplantdentistrykc.com/patients/smile-club/,,2025-02-08 11:48:18,true,true,true,false,true,false
popcorn stuck in teeth,"AI overview, People also ask, Video preview, Thumbnail",200,0,,0,0,23,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-07 07:48:26,false,false,false,true,false,false
heartburn after tooth extraction,"AI overview, Thumbnail, People also ask",10,0,,0,0,13,https://cosmeticimplantdentistrykc.com/can-acid-reflux-damage-my-smile/,,2025-02-12 07:38:39,false,false,false,true,false,false
overbite headaches,"AI overview, Thumbnail, Featured snippet, People also ask, Discussions and forums, Video preview",10,5,,0,0,11,https://cosmeticimplantdentistrykc.com/malocclusion-can-cause-headaches/,,2025-02-20 12:56:57,false,false,false,true,false,false
tooth hurts when i brush it,"AI overview, People also ask, Discussions and forums, Thumbnail",30,14,,0,0,17,https://cosmeticimplantdentistrykc.com/should-it-hurt-to-brush-my-teeth/,,2025-02-24 17:13:49,false,false,false,true,false,false
how to get popcorn out of teeth,"AI overview, Thumbnail, People also ask, Video preview",70,1,,0,0,20,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-12 00:31:42,false,false,false,true,false,false
why does my tooth hurt when i brush it,"AI overview, People also ask, Discussions and forums",100,17,0.09,0,0,22,https://cosmeticimplantdentistrykc.com/should-it-hurt-to-brush-my-teeth/,,2025-02-23 17:22:20,false,false,false,true,false,false
crooked smile teeth,"AI overview, Thumbnail, People also ask, Discussions and forums",20,0,,0,0,16,https://cosmeticimplantdentistrykc.com/the-facts-about-crooked-smiles/,,2025-02-09 02:05:24,false,false,false,true,false,false
dental care kansas city,"Local pack, Thumbnail",50,30,4.93,0,0,19,https://cosmeticimplantdentistrykc.com/,,2025-02-11 16:16:29,false,true,false,true,true,false
healthy tooth enamel,"Featured snippet, People also ask, Thumbnail",30,47,,0,0,15,https://cosmeticimplantdentistrykc.com/strong-enamel-is-a-key-to-healthy-teeth/,,2025-02-26 18:22:42,false,false,false,true,false,false
toreye mouth,People also ask,100,4,,0,0,21,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-21 12:01:44,false,false,false,true,false,false
veneers cost kansas city,"People also ask, Thumbnail",10,0,1.62,0,0,12,https://cosmeticimplantdentistrykc.com/services/cosmetic-dentistry/porcelain-veneers/,,2025-02-18 19:25:45,false,true,false,true,true,false
family implant and dentistry,"Local teaser, Thumbnail",20,23,1.92,0,0,16,https://cosmeticimplantdentistrykc.com/,,2025-02-25 09:23:02,false,false,true,false,true,false
i have a crooked smile,"AI overview, Thumbnail, People also ask, Discussions and forums",40,1,,0,0,19,https://cosmeticimplantdentistrykc.com/the-facts-about-crooked-smiles/,,2025-02-10 11:39:00,false,false,false,true,false,false
heartburn after wisdom teeth removal,"AI overview, People also ask",40,0,,0,0,18,https://cosmeticimplantdentistrykc.com/patients/blog/,,2025-02-22 05:46:04,false,false,false,true,false,false
cosmetic dentistry financing,"People also ask, Discussions and forums",70,0,2.93,0,0,21,https://cosmeticimplantdentistrykc.com/patients/insurance-financing/,,2025-02-27 10:01:39,false,false,false,true,true,true
get popcorn kernel out of gums,"Featured snippet, People also ask, Thumbnail, Video preview",20,1,,0,0,15,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-17 08:50:35,false,false,false,true,false,false
wisdom teeth doctor near me,"Local pack, People also ask",30,25,3.37,0,0,18,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-06 08:46:39,false,true,false,false,true,true
oral surgery kansas city,"Local pack, Thumbnail",40,22,0.00,0,0,19,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-15 20:17:05,false,true,false,false,true,true
twinkle tooth gems,"Sitelinks, Knowledge panel, Video preview",10,0,0.80,0,0,10,https://cosmeticimplantdentistrykc.com/services/cosmetic-dentistry/twinkles/,,2025-02-09 07:04:59,true,false,false,true,true,true
crooked smile cause,"AI overview, Featured snippet, Thumbnail, People also ask, Discussions and forums, Video preview",150,3,,0,0,24,https://cosmeticimplantdentistrykc.com/the-facts-about-crooked-smiles/,,2025-02-08 11:30:05,false,false,false,true,false,false
kansas city dental implants & oral surgery,"Local teaser, Sitelinks, People also ask, Video preview",60,3,2.65,0,0,21,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-07 15:17:16,false,true,true,false,true,true
clear braces dentist,"Local pack, People also ask, Thumbnail",30,37,,0,0,18,https://cosmeticimplantdentistrykc.com/services/cosmetic-dentistry/braces/,,2025-02-14 18:52:10,false,false,false,true,true,false
why does brushing my teeth hurt,"Featured snippet, Thumbnail, People also ask, Discussions and forums",50,1,,0,0,19,https://cosmeticimplantdentistrykc.com/should-it-hurt-to-brush-my-teeth/,,2025-02-25 08:50:19,false,false,false,true,false,false
popcorn kernel stuck in tooth,"People also ask, Thumbnail, Discussions and forums, Video preview",30,1,,0,0,17,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-17 23:41:09,false,false,false,true,false,false
kernel stuck in gum,"Featured snippet, People also ask, Video preview, Thumbnail",200,0,,0,0,25,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-26 21:58:14,false,false,false,true,false,false
what to do when popcorn kernel is stuck in your gums,"AI overview, Thumbnail, People also ask, Video preview",30,1,,0,0,19,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-08 10:58:45,false,false,false,true,false,false
popcorn kernel stuck in back of mouth,"Featured snippet, People also ask, Video preview",10,2,,0,0,12,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-16 19:33:42,false,false,false,true,false,false
popcorn shell stuck in gum,"AI overview, People also ask, Thumbnail, Video preview",100,0,,0,0,24,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-23 23:21:35,false,false,false,true,false,false
teeth hurt after not brushing,"AI overview, People also ask, Thumbnail, Video preview",20,14,,0,0,17,https://cosmeticimplantdentistrykc.com/should-it-hurt-to-brush-my-teeth/,,2025-02-13 11:23:12,false,false,false,true,false,false
advanced cosmetic and implant dentistry,"Local teaser, Thumbnail, Video preview",150,22,2.32,0,0,26,https://cosmeticimplantdentistrykc.com/services/,,2025-02-20 15:31:21,false,false,true,false,true,true
family implant dentistry,"Sitelinks, Local teaser, Thumbnail",90,30,1.41,0,0,23,https://cosmeticimplantdentistrykc.com/,,2025-02-17 00:57:10,false,false,true,false,true,false
what to do if a popcorn kernel is stuck in your gums,"Featured snippet, People also ask, Thumbnail, Discussions and forums, Video preview",40,1,,0,0,19,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-13 20:20:46,false,false,false,true,false,false
dr jackson kuo,People also ask,60,0,,0,0,20,https://cosmeticimplantdentistrykc.com/about-us/,,2025-02-13 07:18:03,false,false,false,true,false,false
healthy enamel teeth,"People also ask, Thumbnail, Discussions and forums",20,12,,0,0,15,https://cosmeticimplantdentistrykc.com/strong-enamel-is-a-key-to-healthy-teeth/,,2025-02-13 06:05:29,false,false,false,true,false,false
how to get popcorn kernel out of gum,"AI overview, People also ask, Thumbnail, Video preview",70,1,,0,0,22,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-17 07:14:27,false,false,false,true,false,false
can a popcorn kernel get stuck in your gum,"AI overview, Thumbnail, People also ask, Video preview",20,0,,0,0,18,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-24 09:24:28,false,false,false,true,false,false
why does my tooth hurt when i brush my teeth,"Featured snippet, People also ask, Discussions and forums",20,12,,0,0,16,https://cosmeticimplantdentistrykc.com/should-it-hurt-to-brush-my-teeth/,,2025-02-26 16:42:24,false,false,false,true,false,false
popcorn stuck in tooth,"Featured snippet, People also ask, Thumbnail, Discussions and forums, Video preview",20,1,,0,0,16,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-14 03:15:11,false,false,false,true,false,false
jackson dentistry,"Local teaser, Thumbnail, Video preview",150,16,2.57,0,0,25,https://cosmeticimplantdentistrykc.com/about-us/,,2025-02-21 17:00:04,false,true,true,false,true,false
wisdom teeth removal doctors near me,"Local pack, People also ask",10,0,2.55,0,0,14,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-10 06:20:39,false,true,false,false,true,true
popcorn kernel in teeth,"AI overview, Thumbnail, People also ask, Video preview",20,1,,0,0,16,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-20 01:46:08,false,false,false,true,false,false
mouth feels fuzzy,"Featured snippet, People also ask, Discussions and forums",150,26,,0,0,24,https://cosmeticimplantdentistrykc.com/whats-that-fuzzy-teeth-feeling/,,2025-02-27 09:58:31,false,false,false,true,false,false
how to get kernel out of gum,"Featured snippet, People also ask, Video preview, Thumbnail",80,1,,0,0,22,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-15 14:37:10,false,false,false,true,false,false
how to get stuck popcorn out of your teeth,"AI overview, Thumbnail, People also ask, Video preview",30,1,,0,0,18,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-19 23:01:39,false,false,false,true,false,false
how to get popcorn shell out of your gums,"AI overview, People also ask, Thumbnail, Video preview",20,0,,0,0,17,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-22 00:53:17,false,false,false,true,false,false
why do my teeth hurt when i brush my teeth,"AI overview, Thumbnail, People also ask, Discussions and forums",20,3,,0,0,16,https://cosmeticimplantdentistrykc.com/should-it-hurt-to-brush-my-teeth/,,2025-02-23 05:33:13,false,false,false,true,false,false
fuzzy teeth,"Thumbnail, People also ask, Video preview",250,0,,0,0,24,https://cosmeticimplantdentistrykc.com/whats-that-fuzzy-teeth-feeling/,,2025-02-21 20:11:04,false,false,false,true,false,false
kernel stuck in teeth,"AI overview, People also ask, Thumbnail, Discussions and forums, Video preview",10,1,,0,0,16,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-15 06:36:51,false,false,false,true,false,false
wisdom teeth doctors near me,"People also ask, Knowledge panel",20,24,4.80,0,0,17,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-11 18:49:29,false,true,false,false,true,true
how to get corn out of teeth,"Thumbnail, People also ask, Video preview",20,1,,0,0,17,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-15 05:25:15,false,false,false,true,false,false
mandibular tori one side,"AI overview, People also ask, Thumbnail, Video preview",30,1,,0,0,19,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-22 13:11:11,false,false,false,true,false,false
dental implants kansas,"Local pack, People also ask, Thumbnail",0,23,8.28,0,0,8,https://cosmeticimplantdentistrykc.com/,,2025-02-18 15:45:24,false,true,false,true,true,false
kernel stuck in tooth,"Featured snippet, People also ask, Video preview, Thumbnail",10,1,,0,0,15,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-07 07:32:10,false,false,false,true,false,false
bones in your mouth,"Featured snippet, People also ask, Thumbnail",40,5,,0,0,21,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-16 13:52:18,false,false,false,true,false,false
pediatric cosmetic dentist,"Local pack, People also ask, Thumbnail",40,0,1.83,0,0,21,https://cosmeticimplantdentistrykc.com/services/childrens-dentistry/,,2025-02-23 04:02:20,false,false,false,false,true,true
types of tooth stains,"AI overview, Thumbnail, People also ask",20,39,,0,0,18,https://cosmeticimplantdentistrykc.com/do-you-know-the-types-of-tooth-stain/,,2025-02-23 06:54:54,false,false,false,true,false,false
tori dental definition,"AI overview, People also ask, Thumbnail",80,2,,0,0,24,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-06 12:52:07,false,false,false,true,false,false
teeth hurt after brushing,"AI overview, People also ask, Discussions and forums, Thumbnail, Video preview",350,3,2.09,0,0,29,https://cosmeticimplantdentistrykc.com/should-it-hurt-to-brush-my-teeth/,,2025-02-13 17:54:55,false,false,false,true,false,false
affordable dentures kansas city,"Sitelinks, People also ask",90,0,3.44,0,0,24,https://cosmeticimplantdentistrykc.com/services/prosthetics/dentures/,,2025-02-26 12:24:44,true,true,true,false,true,true
can popcorn get stuck in your gums,"Featured snippet, People also ask, Thumbnail, Discussions and forums, Video preview",40,2,,0,0,20,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-06 06:50:04,false,false,false,true,false,false
best dentists in kansas city missouri,"Local teaser, People also ask, Discussions and forums, Video preview",100,24,6.07,0,0,26,https://cosmeticimplantdentistrykc.com/,,2025-02-18 18:30:15,false,true,false,true,true,false
how to get a popcorn kernel out of your gum,"Featured snippet, People also ask, Video preview, Discussions and forums, Thumbnail",20,1,,0,0,17,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-20 13:18:59,false,false,false,true,false,false
popcorn stuck in gum,"AI overview, People also ask, Thumbnail, Video preview",70,1,,0,0,23,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-21 10:33:52,false,false,false,true,false,false
smile crooked,"Thumbnail, People also ask, Discussions and forums, Video preview",40,5,,0,0,20,https://cosmeticimplantdentistrykc.com/the-facts-about-crooked-smiles/,,2025-02-17 16:08:42,false,false,false,true,false,false
prosthetic dentist near me,"Local pack, People also ask",20,28,2.42,0,0,19,https://cosmeticimplantdentistrykc.com/,,2025-02-10 09:16:02,false,true,false,false,true,true
cosmetic dental implants,"Local teaser, People also ask, Videos, Thumbnail, Video preview",350,1,4.37,0,0,31,https://cosmeticimplantdentistrykc.com/,,2025-02-13 09:02:52,false,false,false,true,true,false
popcorn kernel stuck in wisdom tooth hole,"AI overview, People also ask, Thumbnail, Video preview",20,1,,0,0,18,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-20 15:56:44,false,false,false,true,false,false
popcorn kernal stuck in gum,"AI overview, People also ask, Thumbnail, Video preview",20,1,,0,0,18,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-20 08:09:28,false,false,false,true,false,false
how to get popcorn out of your teeth,"Featured snippet, People also ask, Thumbnail, Video preview",40,1,,0,0,20,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-16 12:44:30,false,false,false,true,false,false
